package_name,package_title,resource_name,resource_format,columns,has_example_row,description
indikatorenatlas-bevoelkerung-zusammengefasste-geburtenrate-83r65mct,Indikatorenatlas: Bevölkerung - Zusammengefasste Geburtenrate,Zusammengefasste Geburtenrate,csv,6,True,Indikatorenatlas: Bevölkerung - Zusammengefasste Geburtenrate
indikatorenatlas-bevoelkerung-ueberalterungsquotient-83r65mct,Indikatorenatlas: Bevölkerung - Überalterungsquotient,Überalterungsquotient,csv,10,True,Indikatorenatlas: Bevölkerung - Überalterungsquotient
datensaetze-des-open-data-portals-muenchen-dcatapde,Datensätze des Open Data Portals München (DCATAP.de),CKAN_LHM.xml - Version 43 - 08.06.2026,xml,42,True,Datensätze des Open Data Portals München (DCATAP.de)
veranstaltungen-der-messe-muenchen,Bisherige Veranstaltungen der Messe München,Veranstaltungsdaten ab 2018,csv,21,True,Bisherige Veranstaltungen der Messe München
indikatorenatlas-bevoelkerung-wohndauer-adresse-83r65mct,Indikatorenatlas: Bevölkerung - Wohndauer Adresse,Wohndauer Adresse,csv,10,True,Indikatorenatlas: Bevölkerung - Wohndauer Adresse
indikatorenatlas-bevoelkerung-rohe-sterberate-83r65mct,Indikatorenatlas: Bevölkerung - Rohe Sterberate,Rohe Sterberate,csv,10,True,Indikatorenatlas: Bevölkerung - Rohe Sterberate
indikatorenatlas-bevoelkerung-rohe-geburtenrate-83r65mct,Indikatorenatlas: Bevölkerung - Rohe Geburtenrate,Rohe Geburtenrate,csv,10,True,Indikatorenatlas: Bevölkerung - Rohe Geburtenrate
indikatorenatlas-bevoelkerung-religionszugehoerigkeit,Indikatorenatlas: Bevölkerung - Religionszugehörigkeit,Religionszugehörigkeit,csv,10,True,Indikatorenatlas: Bevölkerung - Religionszugehörigkeit
indikatorenatlas-bevoelkerung-optionskinder-83r65mct,Indikatorenatlas: Bevölkerung - Optionskinder,Optionskinder,csv,10,True,Indikatorenatlas: Bevölkerung - Optionskinder
indikatorenatlas-bevoelkerung-nichtdeutsche-83r65mct,Indikatorenatlas: Bevölkerung - Nichtdeutsche,Nichtdeutsche,csv,10,True,Indikatorenatlas: Bevölkerung - Nichtdeutsche
indikatorenatlas-bevoelkerung-natuerlicher-saldo-83r65mct,Indikatorenatlas: Bevölkerung - Natürlicher Saldo,Natürlicher Saldo ,csv,10,True,Indikatorenatlas: Bevölkerung - Natürlicher Saldo
indikatorenatlas-bevoelkerung-muetter-ab-35-jahre-83r65mct,Indikatorenatlas: Bevölkerung - Mütter ab 35 Jahre,Mütter ab 35 Jahre,csv,10,True,Indikatorenatlas: Bevölkerung - Mütter ab 35 Jahre
